"ensembl_gene_rec","gene_name","d0_rc","d6_rc"
"ENSG00000007264.14","MATK",118,30
"ENSG00000007312.12","CD79B",3,NA
"ENSG00000007314.12","SCN4A",1,5
"ENSG00000007341.18","ST7L",263,233
"ENSG00000007350.16","TKTL1",3,8
"ENSG00000007372.22","PAX6",121,293
"ENSG00000007376.7","RPUSD1",327,363
"ENSG00000007384.15","RHBDF1",154,204
"ENSG00000007392.16","LUC7L",784,660
"ENSG00000007402.11","CACNA2D2",14,21
"ENSG00000007516.13","BAIAP3",155,81
"ENSG00000007520.3","TSR3",330,353
"ENSG00000007541.16","PIGQ",394,372
"ENSG00000007545.15","CRAMP1",325,286
"ENSG00000007866.20","TEAD3",378,257
"ENSG00000007908.15","SELE",1,NA
"ENSG00000007923.15","DNAJC11",1387,1670
"ENSG00000007933.12","FMO3",1,NA
"ENSG00000007944.14","MYLIP",276,338
"ENSG00000007968.6","E2F2",108,264
"ENSG00000008018.8","PSMB1",874,1106
"ENSG00000008056.13","SYN1",7,6
"ENSG00000008083.13","JARID2",327,427
"ENSG00000008086.11","CDKL5",93,151
"ENSG00000008118.9","CAMK1G",1,3
"ENSG00000008128.22","CDK11A",229,289
"ENSG00000008130.15","NADK",769,1094
"ENSG00000008226.19","DLEC1",56,36
"ENSG00000008256.15","CYTH3",442,480
"ENSG00000008277.14","ADAM22",84,71
"ENSG00000008282.8","SYPL1",1637,1486
"ENSG00000008283.15","CYB561",1763,1652
"ENSG00000008294.20","SPAG9",1011,1137
"ENSG00000008300.16","CELSR3",90,50
"ENSG00000008311.14","AASS",76,85
"ENSG00000008323.15","PLEKHG6",100,275
"ENSG00000008324.11","SS18L2",226,332
"ENSG00000008382.15","MPND",233,232
"ENSG00000008394.12","MGST1",774,1468
"ENSG00000008405.11","CRY1",412,931
"ENSG00000008441.16","NFIX",5151,2317
"ENSG00000008513.15","ST3GAL1",7092,6416
"ENSG00000008516.16","MMP25",3,26
"ENSG00000008517.16","IL32",86,88
"ENSG00000008710.19","PKD1",1206,849
"ENSG00000008735.13","MAPK8IP2",128,111
"ENSG00000008838.19","MED24",1669,1524
"ENSG00000008853.16","RHOBTB2",799,595
"ENSG00000008869.11","HEATR5B",701,634
"ENSG00000008952.16","SEC62",1921,1786
"ENSG00000008988.9","RPS20",17703,14062
"ENSG00000009307.15","CSDE1",9565,9896
"ENSG00000009335.17","UBE3C",952,1041
"ENSG00000009413.15","REV3L",186,231
"ENSG00000009694.13","TENM1",NA,1
"ENSG00000009709.11","PAX7",1,1
"ENSG00000009724.16","MASP2",22,7
"ENSG00000009765.14","IYD",1,NA
"ENSG00000009780.15","FAM76A",216,241
"ENSG00000009790.14","TRAF3IP3",14,12
"ENSG00000009830.11","POMT2",598,558
"ENSG00000009844.15","VTA1",561,741
"ENSG00000009950.15","MLXIPL",169,198
"ENSG00000009954.10","BAZ1B",1968,2938
"ENSG00000010017.12","RANBP9",606,805
"ENSG00000010030.13","ETV7",1,2
"ENSG00000010072.15","SPRTN",130,314
"ENSG00000010165.19","METTL13",1302,1948
"ENSG00000010219.13","DYRK4",257,246
"ENSG00000010244.18","ZNF207",2095,2223
"ENSG00000010256.10","UQCRC1",3302,3506
"ENSG00000010270.13","STARD3NL",673,1320
"ENSG00000010278.13","CD9",6690,8929
"ENSG00000010282.14","HHATL",3,3
"ENSG00000010292.12","NCAPD2",2236,5584
"ENSG00000010295.19","IFFO1",15,22
"ENSG00000010310.8","GIPR",30,33
"ENSG00000010318.20","PHF7",91,120
"ENSG00000010319.6","SEMA3G",20,42
"ENSG00000010322.15","NISCH",2750,2769
"ENSG00000010327.10","STAB1",433,414
"ENSG00000010361.13","FUZ",132,93
"ENSG00000010379.15","SLC6A13",4,7
"ENSG00000010404.17","IDS",2447,1733
"ENSG00000010438.16","PRSS3",1,NA
"ENSG00000010539.11","ZNF200",133,273
"ENSG00000010610.9","CD4",127,175
"ENSG00000010626.14","LRRC23",195,108
"ENSG00000010671.15","BTK",13,18
"ENSG00000010704.18","HFE",12,16
"ENSG00000010803.16","SCMH1",534,358
"ENSG00000010810.17","FYN",49,57
"ENSG00000010818.9","HIVEP2",593,232
"ENSG00000010932.16","FMO1",3,NA
"ENSG00000011007.12","ELOA",886,1138
"ENSG00000011009.10","LYPLA2",1540,1557
"ENSG00000011021.22","CLCN6",826,958
"ENSG00000011028.13","MRC2",1559,300
"ENSG00000011052.21","NME1-NME2",30,31
"ENSG00000011083.8","SLC6A7",1,NA
"ENSG00000011105.13","TSPAN9",738,401
"ENSG00000011114.14","BTBD7",667,741
"ENSG00000011132.11","APBA3",87,110
"ENSG00000011143.16","MKS1",363,333
"ENSG00000011198.9","ABHD5",307,454
"ENSG00000011201.11","ANOS1",63,74
"ENSG00000011243.17","AKAP8L",1149,1366
"ENSG00000011258.15","MBTD1",953,851
"ENSG00000011260.13","UTP18",888,812
"ENSG00000011275.18","RNF216",395,412
"ENSG00000011295.15","TTC19",852,519
"ENSG00000011304.19","PTBP1",3709,3497
"ENSG00000011332.19","DPF1",6,30
"ENSG00000011347.9","SYT7",409,412
"ENSG00000011376.10","LARS2",559,740
"ENSG00000011405.13","PIK3C2A",1717,1880
"ENSG00000011422.11","PLAUR",130,94
"ENSG00000011426.10","ANLN",1145,3358
"ENSG00000011451.19","WIZ",1165,1068
"ENSG00000011454.16","RABGAP1",1160,2169
"ENSG00000011465.16","DCN",6,NA
"ENSG00000011478.11","QPCTL",94,123
"ENSG00000011485.14","PPP5C",948,1106
"ENSG00000011523.13","CEP68",572,323
"ENSG00000011566.14","MAP4K3",596,615
"ENSG00000011590.13","ZBTB32",NA,2
"ENSG00000011600.11","TYROBP",103,130
"ENSG00000011638.10","TMEM159",107,116
"ENSG00000011677.12","GABRA3",117,77
"ENSG00000012048.21","BRCA1",734,1102
"ENSG00000012061.15","ERCC1",409,330
"ENSG00000012124.16","CD22",302,47
"ENSG00000012171.19","SEMA3B",3334,2558
"ENSG00000012174.11","MBTPS2",615,543
"ENSG00000012211.12","PRICKLE3",440,619
"ENSG00000012223.12","LTF",25,56
"ENSG00000012232.8","EXTL3",1323,2541
"ENSG00000012660.13","ELOVL5",3130,4150
"ENSG00000012779.10","ALOX5",451,155
"ENSG00000012822.15","CALCOCO1",1343,851
"ENSG00000012963.14","UBR7",429,705
"ENSG00000012983.11","MAP4K5",1026,1122
"ENSG00000013016.15","EHD3",244,310
"ENSG00000013275.7","PSMC4",703,1153
"ENSG00000013288.8","MAN2B2",640,493
"ENSG00000013293.5","SLC7A14",2,NA
"ENSG00000013297.11","CLDN11",49,19
"ENSG00000013306.15","SLC25A39",3117,3554
"ENSG00000013364.18","MVP",1369,1761
"ENSG00000013374.16","NUB1",473,456
"ENSG00000013375.15","PGM3",237,280
"ENSG00000013392.7","RWDD2A",66,118
"ENSG00000013441.15","CLK1",1616,1369
"ENSG00000013503.9","POLR3B",229,343
"ENSG00000013523.9","ANGEL1",651,612
"ENSG00000013561.17","RNF14",515,861
"ENSG00000013563.13","DNASE1L1",692,727
"ENSG00000013573.16","DDX11",1166,1496
"ENSG00000013583.9","HEBP1",503,540
"ENSG00000013588.8","GPRC5A",8574,3412
"ENSG00000013619.13","MAMLD1",223,352
"ENSG00000013725.14","CD6",40,9
"ENSG00000013810.18","TACC3",979,2775
"ENSG00000014123.9","UFL1",409,390
"ENSG00000014138.8","POLA2",113,219
"ENSG00000014164.6","ZC3H3",1011,1069
"ENSG00000014216.15","CAPN1",4867,5225
"ENSG00000014257.15","ACPP",42,42
"ENSG00000014641.17","MDH1",2835,3701
"ENSG00000014824.13","SLC30A9",1643,1663
"ENSG00000014914.20","MTMR11",35,33
"ENSG00000014919.12","COX15",465,480
"ENSG00000015133.18","CCDC88C",770,875
"ENSG00000015153.14","YAF2",229,298
"ENSG00000015171.19","ZMYND11",614,567
"ENSG00000015285.10","WAS",57,85
"ENSG00000015413.9","DPEP1",154,28
"ENSG00000015475.18","BID",240,158
"ENSG00000015479.18","MATR3",755,927
"ENSG00000015520.14","NPC1L1",20,15
"ENSG00000015532.9","XYLT2",756,688
"ENSG00000015568.12","RGPD5",4,1
"ENSG00000015676.17","NUDCD3",1634,1775
"ENSG00000016082.14","ISL1",16,65
"ENSG00000016391.10","CHDH",284,446
"ENSG00000016402.13","IL20RA",16,12
"ENSG00000016864.18","GLT8D1",749,762
"ENSG00000017260.19","ATP2C1",1939,1840
"ENSG00000017427.16","IGF1",220,191
"ENSG00000017483.14","SLC38A5",4,8
"ENSG00000017797.12","RALBP1",2172,2477
"ENSG00000018189.12","RUFY3",221,250
"ENSG00000018236.14","CNTN1",NA,7
"ENSG00000018280.16","SLC11A1",267,6
"ENSG00000018408.14","WWTR1",1017,738
"ENSG00000018510.14","AGPS",896,1182
"ENSG00000018610.14","CXorf56",360,476
"ENSG00000018625.14","ATP1A2",78,2
"ENSG00000018699.12","TTC27",321,305
"ENSG00000018869.16","ZNF582",5,4
"ENSG00000019102.11","VSIG2",1,NA
"ENSG00000019144.18","PHLDB1",590,478
"ENSG00000019169.10","MARCO",92,34
"ENSG00000019186.9","CYP24A1",1,NA
"ENSG00000019485.13","PRDM11",216,117
"ENSG00000019505.7","SYT13",574,604
"ENSG00000019549.11","SNAI2",5,1
"ENSG00000019582.14","CD74",4588,3715
"ENSG00000019991.16","HGF",3,NA
"ENSG00000019995.6","ZRANB1",343,388
"ENSG00000020129.15","NCDN",617,537
"ENSG00000020181.17","ADGRA2",26,49
"ENSG00000020256.19","ZFP64",246,327
"ENSG00000020426.10","MNAT1",470,916
"ENSG00000020577.13","SAMD4A",768,408
"ENSG00000020633.18","RUNX3",261,988
"ENSG00000020922.12","MRE11",1651,1457
"ENSG00000021300.13","PLEKHB1",846,1405
"ENSG00000021355.12","SERPINB1",3937,1385
"ENSG00000021461.16","CYP3A43",5,NA
"ENSG00000021488.12","SLC7A9",9,5
"ENSG00000021574.12","SPAST",445,590
"ENSG00000021645.18","NRXN3",47,62
"ENSG00000021762.19","OSBPL5",462,205
"ENSG00000021776.10","AQR",998,1052
"ENSG00000021826.15","CPS1",12,13
"ENSG00000022267.16","FHL1",247,303
"ENSG00000022277.12","RTF2",1207,1627
"ENSG00000022556.15","NLRP2",NA,2
"ENSG00000022567.9","SLC45A4",1119,1047
"ENSG00000022840.15","RNF10",1578,1873
"ENSG00000022976.15","ZNF839",291,330
"ENSG00000023041.11","ZDHHC6",556,545
"ENSG00000023171.17","GRAMD1B",62,60
"ENSG00000023191.16","RNH1",1883,2149
"ENSG00000023228.13","NDUFS1",2208,2981
"ENSG00000023287.12","RB1CC1",1484,1484
"ENSG00000023318.7","ERP44",1018,1124
"ENSG00000023330.14","ALAS1",1085,3378
"ENSG00000023445.13","BIRC3",2634,729
"ENSG00000023516.8","AKAP11",372,505
"ENSG00000023572.9","GLRX2",245,241
"ENSG00000023608.4","SNAPC1",209,203
"ENSG00000023697.12","DERA",423,316
"ENSG00000023734.10","STRAP",1838,2492
"ENSG00000023839.11","ABCC2",70,22
"ENSG00000023892.10","DEF6",33,17
"ENSG00000023902.13","PLEKHO1",114,130
"ENSG00000023909.9","GCLM",483,597
"ENSG00000024048.10","UBR2",476,469
"ENSG00000024422.11","EHD2",76,61
"ENSG00000024526.16","DEPDC1",462,1958
"ENSG00000024862.17","CCDC28A",110,92
"ENSG00000025039.14","RRAGD",464,689
"ENSG00000025156.12","HSF2",110,208
"ENSG00000025293.16","PHF20",1073,940
"ENSG00000025423.11","HSD17B6",NA,5
"ENSG00000025434.18","NR1H3",102,157
"ENSG00000025708.13","TYMP",115,151
"ENSG00000025770.18","NCAPH2",355,420
"ENSG00000025772.7","TOMM34",831,1190
"ENSG00000025796.13","SEC63",1097,1123
"ENSG00000025800.13","KPNA6",1798,2305
"ENSG00000026025.15","VIM",3265,1926
"ENSG00000026036.22","RTEL1-TNFRSF6B",202,314
"ENSG00000026103.21","FAS",53,180
"ENSG00000026297.15","RNASET2",546,224
"ENSG00000026508.18","CD44",797,778
"ENSG00000026559.13","KCNG1",79,355
"ENSG00000026652.13","AGPAT4",250,196
"ENSG00000026751.16","SLAMF7",3,20
"ENSG00000026950.16","BTN3A1",107,105
"ENSG00000027001.9","MIPEP",198,195
"ENSG00000027075.14","PRKCH",184,505
"ENSG00000027697.14","IFNGR1",373,328
"ENSG00000027847.13","B4GALT7",267,253
"ENSG00000027869.11","SH2D2A",62,21
"ENSG00000028116.17","VRK2",244,273
"ENSG00000028137.18","TNFRSF1B",111,86
"ENSG00000028203.17","VEZT",764,845
"ENSG00000028277.21","POU2F2",16,9
"ENSG00000028310.17","BRD9",1709,1638
"ENSG00000028528.14","SNX1",3132,3061
"ENSG00000028839.9","TBPL1",119,177
"ENSG00000029153.14","ARNTL2",102,254
"ENSG00000029363.16","BCLAF1",1597,1493
"ENSG00000029364.11","SLC39A9",929,988
"ENSG00000029534.20","ANK1",42,197
"ENSG00000029559.6","IBSP",16,9
"ENSG00000029639.10","TFB1M",115,151
"ENSG00000029725.16","RABEP1",439,603
"ENSG00000029993.14","HMGB3",2173,4287
"ENSG00000030066.13","NUP160",1518,1505
"ENSG00000030110.12","BAK1",368,519
"ENSG00000030304.13","MUSK",NA,1
"ENSG00000030419.16","IKZF2",580,376
"ENSG00000030582.17","GRN",3463,3937
"ENSG00000031003.10","FAM13B",1070,935
"ENSG00000031081.10","ARHGAP31",9,15
"ENSG00000031691.6","CENPQ",59,140
"ENSG00000031698.12","SARS",1939,3699
"ENSG00000031823.14","RANBP3",1378,1658
"ENSG00000032219.18","ARID4A",441,609
"ENSG00000032389.12","EIPR1",407,532
"ENSG00000032444.16","PNPLA6",2753,2317
"ENSG00000032742.17","IFT88",63,72
"ENSG00000033011.12","ALG1",326,314
"ENSG00000033030.13","ZCCHC8",501,671
"ENSG00000033050.8","ABCF2",192,211
"ENSG00000033100.16","CHPF2",244,191
"ENSG00000033122.18","LRRC7",2,2
"ENSG00000033170.16","FUT8",1603,1305
"ENSG00000033178.12","UBA6",416,542
"ENSG00000033327.12","GAB2",3413,5684
"ENSG00000033627.16","ATP6V0A1",1146,1773
"ENSG00000033800.13","PIAS1",1845,1751
"ENSG00000033867.16","SLC4A7",1008,1297
"ENSG00000034053.14","APBA2",365,309
"ENSG00000034152.18","MAP2K3",713,684
"ENSG00000034239.10","EFCAB1",364,50
"ENSG00000034510.5","TMSB10",6544,14877
"ENSG00000034533.11","ASTE1",113,121
"ENSG00000034677.12","RNF19A",2939,3921
"ENSG00000034693.14","PEX3",131,187
"ENSG00000034713.7","GABARAPL2",398,700
"ENSG00000035115.21","SH3YL1",1655,1248
"ENSG00000035141.7","FAM136A",1855,2134
"ENSG00000035403.17","VCL",2278,3242
"ENSG00000035499.12","DEPDC1B",196,1295
"ENSG00000035664.11","DAPK2",859,181
"ENSG00000035681.8","NSMAF",615,453
"ENSG00000035687.9","ADSS",1173,1083
"ENSG00000035862.12","TIMP2",801,1839
"ENSG00000035928.15","RFC1",1366,2092
"ENSG00000036054.12","TBC1D23",545,598
"ENSG00000036257.12","CUL3",1000,1426
"ENSG00000036448.9","MYOM2",2,NA
"ENSG00000036473.7","OTC",4,NA
"ENSG00000036530.8","CYP46A1",9,14
"ENSG00000036549.12","AC118549.1",893,798
"ENSG00000036672.15","USP2",22,29
"ENSG00000037042.8","TUBG2",276,356
"ENSG00000037241.7","RPL26L1",284,501
"ENSG00000037280.15","FLT4",22,18
"ENSG00000037474.14","NSUN2",2495,2691
"ENSG00000037637.10","FBXO42",513,534
"ENSG00000037749.12","MFAP3",242,250
"ENSG00000037757.13","MRI1",3747,3028
"ENSG00000037897.16","METTL1",254,222
"ENSG00000037965.5","HOXC8",6,3
"ENSG00000038002.8","AGA",83,61
"ENSG00000038210.12","PI4K2B",206,362
"ENSG00000038219.12","BOD1L1",1071,1136
"ENSG00000038274.16","MAT2B",859,1267
"ENSG00000038358.14","EDC4",426,465
"ENSG00000038382.19","TRIO",2766,2186
"ENSG00000038427.15","VCAN",207,6
"ENSG00000038532.15","CLEC16A",264,427
"ENSG00000038945.14","MSR1",93,76
"ENSG00000039068.18","CDH1",2836,1480
"ENSG00000039123.15","MTREX",1368,1505
"ENSG00000039139.9","DNAH5",244,17
"ENSG00000039319.16","ZFYVE16",560,867
"ENSG00000039523.19","RIPOR1",527,770
"ENSG00000039537.13","C6",37,2
"ENSG00000039560.13","RAI14",692,1034
"ENSG00000039600.10","SOX30",1,1
"ENSG00000039650.11","PNKP",466,653
"ENSG00000039987.6","BEST2",5,2
"ENSG00000040199.18","PHLPP2",255,263
"ENSG00000040275.16","SPDL1",244,762
"ENSG00000040341.17","STAU2",950,1210
"ENSG00000040487.12","PQLC2",376,451
"ENSG00000040531.14","CTNS",89,182
"ENSG00000040608.13","RTN4R",85,110
"ENSG00000040633.12","PHF23",619,978
"ENSG00000040933.15","INPP4A",415,438
"ENSG00000041353.9","RAB27B",109,158
"ENSG00000041357.15","PSMA4",849,1491
"ENSG00000041515.15","MYO16",3,13
"ENSG00000041802.10","LSG1",649,785
"ENSG00000041880.14","PARP3",440,372
"ENSG00000041982.15","TNC",20,34
"ENSG00000041988.15","THAP3",163,255
"ENSG00000042062.11","RIPOR3",7,3
"ENSG00000042088.13","TDP1",312,448
"ENSG00000042286.14","AIFM2",289,471
"ENSG00000042304.11","C2orf83",1,NA
"ENSG00000042317.16","SPATA7",110,76
"ENSG00000042429.11","MED17",293,309
"ENSG00000042445.13","RETSAT",497,536
"ENSG00000042493.15","CAPG",326,780
"ENSG00000042753.11","AP2S1",728,1391
"ENSG00000042781.12","USH2A",22,24
"ENSG00000042813.7","ZPBP",1,2
"ENSG00000042832.11","TG",37,18
"ENSG00000042980.12","ADAM28",6699,268
"ENSG00000043039.6","BARX2",66,28
"ENSG00000043093.13","DCUN1D1",576,655
"ENSG00000043143.20","JADE2",979,575
"ENSG00000043355.11","ZIC2",431,1152
"ENSG00000043462.11","LCP2",34,17
"ENSG00000043514.16","TRIT1",863,747
"ENSG00000044090.8","CUL7",673,532
"ENSG00000044115.20","CTNNA1",16277,21781
"ENSG00000044446.11","PHKA2",1097,680
"ENSG00000044459.14","CNTLN",212,239
"ENSG00000044524.10","EPHA3",1,1
"ENSG00000044574.7","HSPA5",6882,9648
"ENSG00000046604.12","DSG2",1734,1258
"ENSG00000046647.13","GEMIN8",163,175
"ENSG00000046651.14","OFD1",537,363
"ENSG00000046653.14","GPM6B",120,55
"ENSG00000046889.18","PREX2",1959,1809
"ENSG00000047056.15","WDR37",238,245
"ENSG00000047188.15","YTHDC2",891,806
"ENSG00000047230.14","CTPS2",488,566
"ENSG00000047249.17","ATP6V1H",1207,2101
"ENSG00000047315.15","POLR2B",1479,1719
"ENSG00000047346.12","FAM214A",345,332
"ENSG00000047365.11","ARAP2",356,392
"ENSG00000047410.13","TPR",2491,2728
"ENSG00000047457.13","CP",13557,8407
"ENSG00000047578.12","KIAA0556",389,310
"ENSG00000047579.19","DTNBP1",239,459
"ENSG00000047597.6","XK",77,70
"ENSG00000047617.14","ANO2",27,41
"ENSG00000047621.11","C12orf4",431,560
"ENSG00000047634.14","SCML1",576,566
"ENSG00000047644.18","WWC3",360,272
"ENSG00000047648.21","ARHGAP6",47,53
"ENSG00000047662.4","FAM184B",42,44
"ENSG00000047849.21","MAP4",4716,3330
"ENSG00000047932.13","GOPC",335,434
"ENSG00000047936.10","ROS1",NA,2
"ENSG00000048028.11","USP28",1099,1264
"ENSG00000048052.21","HDAC9",256,817
"ENSG00000048140.17","TSPAN17",920,1474
"ENSG00000048162.20","NOP16",578,712
"ENSG00000048342.15","CC2D2A",344,224
"ENSG00000048392.11","RRM2B",723,1073
"ENSG00000048405.9","ZNF800",149,129
"ENSG00000048471.13","SNX29",124,83
"ENSG00000048540.14","LMO3",19,70
"ENSG00000048544.5","MRPS10",248,472
"ENSG00000048545.13","GUCA1A",NA,1
"ENSG00000048649.13","RSF1",1559,1731
"ENSG00000048707.15","VPS13D",3683,1694
"ENSG00000048740.18","CELF2",198,142
"ENSG00000048828.16","FAM120A",4178,3549
"ENSG00000048991.16","R3HDM1",787,1010
"ENSG00000049089.14","COL9A2",140,457
"ENSG00000049130.15","KITLG",75,182
"ENSG00000049167.14","ERCC8",96,113
"ENSG00000049192.14","ADAMTS6",10,10
"ENSG00000049239.12","H6PD",2933,1092
"ENSG00000049245.12","VAMP3",1073,984
"ENSG00000049246.14","PER3",402,488
"ENSG00000049247.13","UTS2",8,4
"ENSG00000049249.8","TNFRSF9",8,15
